author_id,adj,adp,adv,aux,cconj,det,intj,noun,num,part,pon,propn,punct,sconj,sym,verb,doc_id
1430,71,120,107,59,0,74,0,424,38,0,187,156,0,60,0,118,3293
1430,66,131,114,63,0,52,0,376,47,0,206,189,0,38,0,144,3293
1430,82,123,148,46,0,48,0,428,50,0,163,201,0,46,0,100,3293
1430,79,116,120,29,0,97,0,412,38,0,173,187,0,43,0,117,3293
1430,72,147,110,46,0,64,0,419,34,0,169,159,0,50,0,134,3293
1430,78,122,134,64,0,61,0,430,33,0,159,169,0,48,0,138,3293
1430,56,117,122,47,0,51,0,444,48,0,169,218,0,44,0,124,3293
1430,87,136,126,57,0,72,0,411,26,0,177,160,0,59,0,123,3293
1430,68,137,124,59,0,84,0,423,33,0,149,176,0,51,0,123,3293
1430,104,128,105,53,0,96,0,401,38,0,154,193,0,38,0,125,3293
1430,105,168,120,43,0,68,0,387,16,0,200,128,0,32,0,163,3293
1430,69,200,141,46,0,99,1,383,15,0,171,98,0,55,0,145,3293
1430,82,152,140,51,0,112,1,347,10,0,197,89,0,59,0,157,3293
1430,77,112,111,42,0,74,1,426,40,0,173,163,0,59,0,104,3293
1430,88,145,134,53,0,75,0,407,29,0,162,139,0,46,0,115,3293
1430,57,121,102,39,0,54,1,418,50,0,183,244,0,35,0,114,3293
1430,94,142,123,56,0,96,0,381,40,0,145,206,0,32,0,106,3293
1430,77,143,118,54,0,84,0,401,43,0,148,243,0,35,0,93,3293
1430,77,142,112,52,0,94,1,437,32,0,158,171,0,36,0,96,3293
1430,63,137,125,52,0,81,1,491,62,0,113,175,0,37,0,99,3293
1430,85,122,105,48,0,76,0,524,86,0,107,137,0,43,0,113,3293
1430,76,107,122,52,0,80,0,532,68,0,112,144,0,47,0,90,3293
1579,98,150,50,21,0,221,0,373,33,8,141,153,4,13,0,176,3776
1579,101,148,49,24,0,232,0,408,9,4,125,130,2,12,0,199,3776
1579,93,142,40,35,0,218,1,369,5,8,129,169,4,22,0,213,3776
1579,114,157,59,23,0,240,0,358,10,4,137,120,2,21,0,204,3776
1579,129,146,70,28,0,255,1,384,3,7,113,116,0,20,0,174,3776
1579,100,143,46,34,0,261,0,405,11,11,105,136,2,12,0,183,3776
1579,102,143,47,19,0,234,0,387,12,12,116,150,0,16,0,192,3776
1579,116,136,54,30,0,232,0,395,17,10,126,121,0,20,0,188,3776
1579,121,139,59,18,0,249,0,381,7,12,125,103,0,19,4,205,3776
1579,119,154,54,22,0,243,0,398,5,8,114,129,1,20,0,181,3776
1579,114,133,52,29,0,222,0,361,3,15,143,134,0,25,0,216,3776
1579,103,123,53,31,0,261,1,384,7,7,126,122,0,19,0,202,3776
1579,107,136,47,30,0,229,0,367,6,12,123,141,0,19,0,230,3776
1579,107,158,64,26,0,254,1,387,8,15,113,109,1,24,0,187,3776
1579,94,133,68,36,0,219,0,373,10,10,123,143,0,29,7,196,3776
1579,110,141,49,31,0,247,1,385,6,8,129,102,3,17,1,215,3776
1579,89,132,48,53,0,195,0,349,10,16,120,179,2,22,0,219,3776
1579,105,152,55,28,0,217,0,393,6,16,121,131,2,28,0,200,3776
1579,106,129,50,30,0,248,0,368,9,11,157,100,2,14,3,209,3776
1579,87,158,70,25,0,235,0,363,9,10,135,138,0,16,3,203,3776
1579,92,143,73,26,0,211,0,383,13,10,128,126,9,15,0,216,3776
1579,90,156,54,28,0,254,0,375,6,9,114,149,4,12,0,197,3776
1579,127,126,56,25,0,235,1,381,5,5,121,135,0,24,6,201,3776
1579,100,133,56,27,0,236,0,378,7,6,138,143,0,19,0,200,3776
1579,96,162,70,25,0,240,0,370,12,10,110,146,1,13,0,187,3777
1579,108,164,57,36,0,242,0,351,5,16,114,112,1,30,3,206,3777
1579,97,161,69,26,0,217,0,360,37,6,113,157,0,12,1,190,3777
1579,91,138,44,31,0,226,0,366,17,11,140,131,0,17,0,228,3777
1579,92,143,55,31,0,233,0,380,13,8,107,139,4,9,2,221,3777
1579,91,125,53,24,0,201,0,373,20,13,134,154,6,15,3,232,3777
1579,87,138,58,18,0,242,0,379,11,9,106,150,1,15,1,214,3777
1579,93,116,53,33,0,238,1,344,11,14,134,157,0,19,1,239,3777
1579,79,139,36,36,0,219,0,370,12,7,125,147,7,16,0,231,3777
1579,82,137,46,37,0,221,0,363,14,9,129,159,2,16,1,227,3777
1579,87,140,64,34,0,200,0,342,22,12,140,158,4,18,0,226,3777
1579,96,129,56,19,0,246,0,404,17,20,114,103,0,20,0,219,3777
1579,88,140,56,26,0,235,0,358,13,8,135,147,1,15,0,229,3777
1579,97,138,49,22,0,249,0,362,8,10,132,156,0,15,0,203,3777
1579,82,140,44,28,0,228,0,357,15,13,123,168,1,24,1,228,3777
1579,82,136,52,28,0,217,0,361,18,14,119,174,4,15,6,221,3777
1579,108,140,60,25,0,251,0,366,11,8,96,143,0,20,0,209,3777
1579,101,149,44,27,0,247,1,363,8,7,110,152,0,18,0,208,3777
1579,87,132,51,22,0,222,0,345,9,8,131,186,23,18,0,206,3777
1579,93,143,44,26,0,245,0,368,10,6,122,157,9,18,0,200,3777
1579,88,132,58,30,0,217,0,349,8,11,118,182,4,24,1,224,3777
1579,70,150,65,24,0,226,1,327,16,12,124,167,0,19,0,233,3777
1579,87,138,47,15,0,205,0,357,12,12,136,175,1,18,1,238,3777
1579,78,150,45,27,0,224,0,362,10,15,131,158,3,13,0,225,3777
1579,108,160,53,27,0,215,0,320,10,7,128,167,5,21,1,225,3777
1579,83,151,32,27,0,240,0,347,15,8,97,198,5,11,0,225,3777
1579,92,152,43,34,0,212,0,352,8,6,126,178,8,18,2,212,3777
1579,82,151,60,26,0,219,0,371,17,20,138,120,1,24,0,218,3777
1579,89,152,60,41,0,203,0,325,7,10,145,152,3,33,3,219,3777
1579,91,171,58,22,0,194,0,361,5,8,163,121,0,15,0,244,3777
1579,84,136,80,34,0,212,0,362,9,14,121,147,5,28,0,206,3777
1579,96,115,76,26,0,222,0,339,8,25,166,123,1,27,1,229,3777
1579,84,176,66,34,0,145,0,394,31,16,159,106,0,22,0,206,3781
1579,74,164,69,48,0,149,0,416,6,28,190,48,0,19,0,229,3781
1579,71,167,52,51,0,145,1,392,6,42,177,65,1,30,0,247,3781
1579,76,184,56,41,0,153,0,396,10,24,190,59,0,22,0,243,3781
1579,109,188,61,52,0,175,0,387,12,28,164,46,0,24,0,208,3781
1579,86,167,57,54,0,168,0,419,6,36,148,47,0,27,0,229,3781
1579,76,207,59,52,0,177,0,386,14,27,147,58,0,18,0,228,3781
1579,91,184,56,49,0,158,0,399,8,21,160,56,0,27,0,219,3781
1579,84,195,63,53,0,151,0,387,17,23,155,53,0,31,0,230,3781
1579,82,178,69,44,0,172,0,377,11,27,169,54,0,34,0,223,3781
1579,89,205,81,37,0,173,1,381,8,25,154,51,0,23,0,222,3781
1579,76,169,65,40,0,130,1,366,3,31,220,35,0,30,0,275,3781
1579,78,207,54,48,0,161,0,393,10,28,160,71,0,33,0,214,3781
1579,71,178,74,51,0,146,0,382,13,35,170,58,0,32,0,237,3781
1579,76,174,66,45,0,141,0,386,8,26,185,57,0,33,0,253,3781
1579,85,217,48,51,0,194,0,442,6,22,131,37,0,21,0,193,3781
1579,86,157,67,59,0,110,0,369,11,34,225,41,0,45,0,248,3781
1579,59,172,60,50,0,149,0,378,5,35,183,58,0,26,0,272,3781
1579,69,148,69,91,0,117,0,366,8,36,187,53,0,31,0,261,3781
1579,88,176,71,54,0,150,0,367,14,36,165,60,0,25,0,247,3781
1579,61,161,48,45,0,145,1,376,6,27,219,65,0,24,0,261,3781
1579,75,158,57,73,0,115,0,366,10,51,199,60,0,32,0,254,3781
1579,94,201,60,36,0,153,0,394,10,29,164,41,0,22,0,236,3781
1579,91,189,64,52,0,173,0,384,7,36,152,41,0,21,0,225,3781
1579,90,176,57,36,0,160,0,407,8,35,169,37,0,27,0,251,3781
1579,86,150,66,58,0,136,0,405,4,23,202,46,0,24,0,242,3781
1579,87,184,48,55,0,144,0,393,14,31,183,40,0,34,0,234,3781
1579,79,155,59,56,0,124,0,409,6,39,197,45,0,20,0,265,3781
1579,85,155,58,28,0,177,0,397,50,14,92,159,1,16,0,217,20277
1579,74,151,51,39,0,168,0,399,12,33,128,111,1,19,0,268,20277
1579,81,149,67,47,0,152,0,382,10,31,134,107,0,36,0,271,20277
1579,85,144,77,55,0,175,0,419,15,23,108,77,0,29,0,243,20277
1579,88,146,56,48,0,154,0,410,10,27,135,96,0,23,0,270,20277
1579,78,152,78,56,0,140,1,358,6,25,167,83,0,40,0,276,20277
1579,82,137,71,51,0,184,0,406,9,35,121,84,4,24,0,259,20277
1579,78,161,56,52,0,170,0,396,12,33,123,94,0,25,0,258,20277
1579,77,148,80,46,0,154,1,407,5,42,141,65,0,30,0,258,20277
1579,87,158,86,47,0,174,0,404,16,27,122,51,0,21,0,271,20277
1579,64,148,77,54,0,159,0,429,11,31,144,60,0,21,0,270,20277
1579,68,161,65,22,0,176,0,443,15,21,112,73,0,19,0,273,20277
1579,65,161,63,51,0,189,0,408,21,30,108,87,4,22,0,244,20277
1579,75,153,96,57,0,156,0,374,10,29,142,56,8,30,0,265,20277
1579,92,185,68,39,0,178,0,397,7,28,121,95,0,17,0,232,20277
1579,79,148,56,71,0,128,2,355,5,37,192,96,0,30,0,268,20277
1579,76,150,66,57,0,127,0,365,5,34,156,100,8,37,0,272,20277
1579,72,167,56,52,0,154,0,426,9,24,141,78,0,24,0,254,20277
1579,101,179,65,51,0,172,1,400,11,23,121,74,0,22,0,232,20277
1579,89,166,88,47,0,136,1,365,5,30,169,78,4,31,0,251,20277
1579,82,154,58,69,0,116,0,355,4,41,172,101,4,36,0,273,20277
1579,80,181,55,52,0,171,0,399,10,23,131,82,4,19,0,243,20277
1579,89,152,84,45,0,155,0,381,23,27,138,84,0,27,0,252,20277
1579,72,139,74,61,0,122,0,363,6,37,181,106,5,20,0,281,20277
1579,68,152,74,56,0,155,0,357,6,41,171,92,0,27,0,259,20277
1579,90,150,74,41,0,143,0,386,22,41,156,87,1,26,0,242,20277
1579,93,153,71,53,0,147,1,390,11,33,152,72,0,26,0,256,20277
1579,84,129,81,57,0,160,0,417,9,30,154,60,0,27,0,263,20277
1579,108,156,63,48,0,137,0,362,7,38,161,99,0,28,0,249,20277
1579,77,159,67,48,0,134,0,403,12,33,153,83,12,18,0,249,20277
1579,84,153,66,53,0,157,0,411,4,38,151,83,0,26,0,240,20277
1579,81,173,44,54,0,179,1,391,6,26,130,118,0,18,0,245,20277
1579,81,178,56,43,0,193,0,412,8,15,126,68,16,17,0,257,20277
10454,111,194,52,26,0,136,0,380,8,20,97,226,0,17,0,153,27340
10454,69,271,3,1,0,142,0,419,20,4,22,396,55,4,0,41,27340
10454,50,243,11,5,0,127,0,446,5,15,17,394,42,4,0,77,27340
10454,123,210,65,40,0,181,0,387,22,26,87,88,0,29,0,169,27340
10454,99,232,67,20,0,168,0,388,23,26,103,92,0,25,0,185,27340
10454,106,207,64,30,0,175,0,409,16,24,95,74,0,28,0,195,27340
10454,78,217,75,33,0,163,0,387,25,27,105,85,0,41,0,197,27340
10454,74,200,70,32,0,172,0,370,21,40,94,127,0,31,0,207,27340
10454,78,229,55,25,0,179,0,407,33,29,97,92,0,32,0,186,27340
10454,110,213,55,37,0,208,0,397,22,26,63,98,0,28,0,179,27340
10454,98,206,71,37,0,184,0,384,13,19,86,109,0,26,0,186,27340
10454,132,226,60,33,0,204,0,369,12,23,65,132,0,22,0,164,27340
10454,98,215,76,32,0,160,0,406,16,21,117,91,0,17,0,182,27340
10454,107,207,65,30,0,175,0,408,16,30,88,89,2,22,0,180,27340
10454,84,218,45,36,0,178,0,447,39,11,66,103,0,22,0,175,27340
10454,95,217,44,26,0,171,0,411,33,26,107,109,2,14,0,180,27340
10454,106,202,53,30,0,158,1,400,19,34,103,106,0,29,0,188,27340
10454,92,182,47,51,0,164,0,408,10,41,129,87,0,37,0,209,27340
10454,93,211,61,37,0,196,0,399,28,29,96,89,0,21,0,178,27340
10454,107,177,50,44,0,153,0,405,15,23,118,111,1,27,0,203,27340
10454,94,200,73,42,0,147,0,410,21,26,105,97,0,29,0,197,27340
10454,106,201,73,47,0,156,0,396,14,19,77,128,0,29,0,195,27340
10454,82,230,60,42,0,183,0,394,30,21,74,115,0,28,0,192,27340
10454,77,200,56,54,0,149,0,421,54,22,92,86,0,29,0,193,27340
10454,105,199,70,37,0,172,0,390,22,18,67,110,0,38,0,209,27340
10454,83,211,55,46,0,150,0,409,16,28,89,142,0,22,0,192,27340
10454,94,196,69,41,0,180,0,416,24,21,76,105,0,35,0,182,27340
10454,77,221,57,52,0,182,0,394,27,24,79,107,0,27,0,200,27340
10454,88,208,63,42,0,142,0,385,19,17,117,128,2,25,0,204,27340
10454,80,197,49,45,0,139,1,431,24,13,95,118,0,37,0,200,27340
10454,83,184,60,41,0,147,0,471,22,22,82,95,3,29,0,184,27340
10454,93,206,56,41,0,171,0,449,20,12,63,104,0,28,0,183,27340
10454,81,223,41,29,0,170,0,466,35,10,50,106,1,15,0,192,27340
10454,93,203,66,40,0,160,0,396,28,22,87,109,0,33,0,205,27340
10454,90,217,46,42,0,173,0,356,15,23,135,101,0,37,0,215,27340
10454,92,215,74,53,0,154,0,350,22,27,114,109,1,30,0,209,27340
10454,91,200,63,63,0,178,0,384,19,29,98,88,0,32,0,205,27340
10454,92,202,59,44,0,173,0,383,31,29,99,129,1,31,0,188,27340
10454,74,207,64,43,0,170,0,394,26,31,97,104,0,36,0,199,27340
10454,79,200,48,42,0,179,0,402,17,34,85,132,0,27,0,186,27340
10454,95,226,54,25,0,178,0,405,28,27,86,108,0,23,0,185,27340
10454,86,230,60,38,0,166,0,375,30,15,110,108,0,25,0,187,27340
10454,74,225,74,39,0,147,0,415,33,24,96,119,0,26,0,173,27340
10454,81,225,58,48,0,171,0,401,17,28,93,106,0,23,0,178,27340
10454,76,225,48,33,0,199,1,399,26,13,81,140,0,22,0,177,27340
10454,111,212,56,34,0,174,0,408,13,25,76,122,0,17,0,171,27340
10454,103,242,60,33,0,178,0,404,15,14,70,136,0,20,0,168,27340
10454,108,221,72,30,0,157,0,379,24,22,83,113,0,22,0,181,27340
10454,122,225,59,31,0,166,0,383,14,26,66,124,0,23,0,178,27340
10454,102,244,58,35,0,183,0,394,36,22,73,121,0,21,0,156,27340
10454,98,224,57,27,0,181,0,401,34,25,98,99,0,26,0,165,27340
10454,82,210,59,39,0,188,0,427,26,35,86,54,0,26,0,202,27340
10454,104,230,59,25,0,182,0,401,13,29,98,107,0,13,0,181,27340
10454,77,214,51,42,0,179,0,394,21,35,88,125,1,20,0,194,27340
10454,93,219,55,34,0,206,0,394,26,31,76,105,0,20,0,187,27340
10454,80,205,54,36,0,184,0,432,34,34,76,89,0,25,0,192,27340
10454,82,211,39,40,0,180,0,427,36,31,81,104,0,14,0,197,27340
10454,83,240,40,44,0,195,0,420,36,19,64,81,17,22,0,174,27340
10454,87,221,61,32,0,179,0,375,18,31,89,139,0,24,0,183,27340
10454,98,215,62,27,0,182,0,416,40,22,64,135,0,16,0,151,27340
10454,105,212,60,50,0,199,0,432,15,21,75,56,0,25,0,177,27340
10454,113,202,45,52,0,202,1,412,18,25,76,84,0,21,0,182,27340
10454,91,221,53,43,0,201,0,402,20,22,80,105,0,28,0,177,27340
10454,89,225,44,45,0,185,0,405,34,16,70,114,0,27,0,167,27340
10454,82,195,65,40,0,188,0,424,35,26,77,90,0,33,0,176,27340
10454,73,229,40,41,0,191,0,383,46,39,89,103,0,24,0,191,27340
10454,88,229,62,32,0,163,0,406,63,16,59,145,0,25,0,149,27340
10454,92,216,42,40,0,172,0,348,15,22,133,115,0,33,0,216,27340
10454,109,204,63,62,0,174,0,375,26,31,88,73,0,26,0,195,27340
10454,99,195,47,59,0,196,0,393,26,31,89,68,0,27,0,206,27340
10454,115,235,49,75,0,167,0,349,32,36,79,96,0,21,0,187,27340
10454,91,216,64,48,0,176,0,395,35,28,72,98,0,30,0,206,27340
10454,90,217,58,68,0,184,0,383,18,30,94,82,0,35,0,197,27340
10454,76,218,71,66,0,199,0,383,26,18,70,102,0,31,0,201,27340
10454,80,216,62,61,0,192,0,407,33,22,81,62,1,25,0,199,27340
10454,100,212,45,44,0,186,0,396,23,23,78,124,0,24,0,189,27340
10454,99,229,73,46,0,186,0,353,8,30,90,107,0,20,0,194,27340
10454,72,211,62,52,0,181,0,343,29,24,104,134,0,38,0,202,27340
10454,95,231,82,28,0,184,0,340,13,33,88,119,0,27,0,203,27340
10454,89,208,59,35,0,153,0,342,20,34,114,145,0,36,0,205,27340
10454,67,220,42,43,0,166,0,362,33,37,124,102,3,28,0,211,27340
10454,86,199,58,47,0,166,0,374,22,23,151,64,2,27,0,222,27340
10454,80,200,71,37,0,175,0,393,20,28,102,76,4,26,0,209,27340
10454,76,193,64,47,0,157,0,396,15,38,120,98,0,25,0,205,27340
10454,107,250,63,41,0,173,0,356,18,20,82,151,0,21,0,156,27340
10454,71,267,38,25,0,237,0,380,21,16,76,137,0,12,0,168,27340
10454,88,224,59,33,0,190,0,386,16,21,76,127,1,22,0,186,27340
10454,67,236,58,37,0,184,0,374,15,24,112,135,1,19,0,176,27340
10454,97,221,65,45,0,172,0,405,16,25,100,114,0,22,0,160,27340
10454,122,221,53,29,0,180,0,432,12,13,73,100,0,13,0,178,27340
10454,106,208,61,33,0,166,0,396,13,22,122,84,0,30,0,191,27340
10454,92,235,67,40,0,191,0,385,18,22,73,101,0,23,0,176,27340
10454,91,230,64,35,0,197,0,426,18,15,69,82,2,16,0,184,27340
10454,91,226,70,46,0,183,0,376,14,22,93,78,0,29,0,204,27340
10454,103,208,70,31,0,157,0,422,30,28,74,103,0,28,0,184,27340
10454,116,212,86,30,0,184,0,372,19,15,62,128,0,18,0,174,27340
10454,93,152,50,17,0,173,0,325,18,15,97,240,3,17,8,203,27341
10454,93,141,74,24,0,197,0,336,23,9,98,179,1,29,0,200,27341
10454,96,154,41,19,0,174,0,353,37,4,104,204,0,15,0,222,27341
10454,93,136,50,16,0,195,1,370,35,5,109,182,0,20,0,220,27341
10454,106,140,52,18,0,200,0,368,24,12,106,180,2,20,0,204,27341
10454,85,123,66,24,0,190,0,366,35,10,106,200,2,20,0,206,27341
10454,112,180,49,25,0,219,0,379,25,11,83,117,1,19,0,200,27341
10454,87,168,71,20,0,186,0,371,39,9,78,170,4,21,0,181,27341
10454,88,191,60,31,0,228,0,355,11,11,106,132,1,26,0,181,27341
10454,89,156,76,21,0,212,0,382,28,9,102,126,1,22,0,187,27341
10454,86,155,54,31,0,193,0,366,20,12,114,136,2,21,0,235,27341
10454,95,141,52,17,0,233,0,386,33,8,103,152,1,28,0,182,27341
10454,100,148,54,22,0,181,0,344,24,9,107,219,0,16,0,200,27341
10454,96,160,56,21,0,195,0,337,35,11,116,179,1,30,0,178,27341
10454,100,149,68,26,0,196,0,365,23,12,111,162,0,17,0,193,27341
10454,87,166,46,22,0,193,0,379,42,7,118,141,2,21,0,207,27341
10454,85,143,53,21,0,179,0,339,33,15,119,200,0,31,1,205,27341
10454,98,137,53,23,0,220,0,373,15,1,96,202,0,22,1,199,27341
10454,90,132,46,26,0,211,0,366,29,2,114,175,0,32,0,214,27341
10454,91,147,45,17,0,194,0,343,36,14,107,234,1,15,1,203,27341
10454,103,121,46,15,0,156,0,391,32,21,92,199,15,20,1,194,27341
10454,80,134,43,17,0,222,0,355,63,6,103,215,2,22,0,190,27341
10454,101,122,38,29,0,256,0,381,31,4,106,162,0,19,0,188,27341
10454,104,125,48,13,0,251,0,384,36,7,95,174,3,20,1,187,27341
10454,93,166,61,18,0,190,0,345,19,14,124,187,3,18,0,201,27341
10454,81,153,73,22,0,191,0,350,20,6,137,144,4,29,0,227,27341
10454,93,122,55,20,0,207,0,358,26,9,123,196,0,26,0,204,27341
10454,85,140,45,21,0,203,0,387,35,7,122,160,0,19,0,207,27341
10454,84,165,58,21,0,154,0,375,34,9,94,172,3,23,0,217,27341
10454,88,142,42,28,0,212,0,371,29,12,111,153,0,17,0,222,27341
10454,81,157,45,27,0,181,0,369,27,12,110,182,0,21,0,220,27341
10454,100,144,58,18,0,215,0,353,30,4,97,181,1,15,0,194,27341
